SK_ID_CURR,TARGET
100001,0.02454332280120557
100005,0.07871941836883148
100013,0.0169701528168942
100028,0.03906814280595683
100038,0.15393474666146043
100042,0.055889068415722346
100057,0.011156820315879203
100065,0.03726148525493517
100066,0.016051891471668994
100067,0.13903415223716115
100074,0.059997141975257434
100090,0.04163421210618429
100091,0.23903588895004316
100092,0.05567042200427935
100106,0.05131936258885461
100107,0.12739156248181566
100109,0.04693893395215719
100117,0.030675338478751667
100128,0.11184444457435849
100141,0.020893199883910266
100150,0.03937799873683024
100168,0.018668232485612418
100169,0.03953087280272901
100170,0.11932607683834545
100171,0.061830281333896446
100172,0.07588846551291545
100184,0.08445046113759928
100187,0.10592943347710043
100212,0.03222517526590629
100222,0.04237193659956686
100223,0.03216860046147143
100232,0.008592772838511276
100241,0.12686950860488264
100245,0.009271861661774218
100253,0.022870079066336754
100256,0.0773198677733613
100271,0.02203022755105437
100278,0.27916229550469057
100280,0.016623820269355383
100306,0.20129370721084117
100311,0.12197654410562377
100312,0.02592865237839415
100330,0.14218010123053468
100331,0.0310139369536286
100352,0.12643821722057866
100358,0.08529790632657801
100367,0.012526177094769367
100382,0.17630276604835646
100384,0.11318905069187456
100385,0.05138686610558935
100386,0.05000433417195583
100399,0.019584346284419483
100404,0.060447386573431926
100416,0.018632613084269032
100422,0.08923090517128263
100426,0.025910480478761114
100438,0.03130756129999327
100444,0.15178537392931274
100445,0.24057580180789784
100446,0.08844222639944875
100447,0.02023051037765052
100450,0.18331808142688769
100466,0.01032950068811391
100483,0.02325326163560068
100484,0.02346545154278522
100494,0.10702166301885213
100510,0.19186381495540397
100512,0.01169059975052184
100517,0.04379085453297066
100548,0.02833630935056311
100551,0.06892263920099422
100552,0.11138513140965364
100553,0.030598659485826428
100561,0.10140589019709899
100568,0.5193107854992148
100569,0.011220915885854197
100591,0.06866074783979012
100592,0.02818818231441558
100602,0.0447095284212713
100607,0.048014911251537666
100613,0.060765549571220476
100617,0.114950389181639
100618,0.17484972435476323
100622,0.09031017274146723
100625,0.09942299498279611
100677,0.10014834325270515
100699,0.03481439430344482
100702,0.48958404167203967
100711,0.04826429877059924
100729,0.13110510231156583
100740,0.2910850221326963
100744,0.1969768756594628
100745,0.04174170216324683
100747,0.08061808314887306
100751,0.34366670896271095
100752,0.05123635550025064
100753,0.2016937843200394
100754,0.24350618214283032
100760,0.033730041871450074
100762,0.09188343029945745
100763,0.03862124842623986
100765,0.019090609113999252
100770,0.04209955124085383
100772,0.036443315060757944
100777,0.027913640625588973
100791,0.022502762248318996
100792,0.008419422573695906
100797,0.030076490209530748
100823,0.02590633454851151
100826,0.03267051260766731
100830,0.04319362903944885
100836,0.3532204794230264
100872,0.06043671443023943
100910,0.03714419555097918
100913,0.1504265891469384
100918,0.030905179845403172
100931,0.010117708862983077
100952,0.04085949208986891
100953,0.02955671734899017
100965,0.12068519226493532
100970,0.03288311632792404
100982,0.20305466123508542
100983,0.21793517675434557
100984,0.06133328271918525
100987,0.07282212450079704
100997,0.051935929696707295
100998,0.23033908571668102
101002,0.048500741244121806
101005,0.1322301573665304
101008,0.4624802927428255
101020,0.03729626991333536
101021,0.0456496375312828
101024,0.06539420451457507
101025,0.1406543681778958
101026,0.04149488508975976
101031,0.01580641001248238
101041,0.016926646872589227
101051,0.006518455957274708
101055,0.10620560405747963
101056,0.33926137882757373
101057,0.07320110665991036
101064,0.027183544041375643
101079,0.17435187874937455
101087,0.010572641131082161
101090,0.02856435689871716
101092,0.11212027589455636
101097,0.1123276564651363
101099,0.015330308163028357
101107,0.09628530980090905
101118,0.05232418818687387
101125,0.15110173378054034
101126,0.01452640321129108
101128,0.008972488430528683
101136,0.03485499512443733
101140,0.29767684218900686
101149,0.07055694726123958
101160,0.15603655846208472
101169,0.25718958030052397
101181,0.08947947125623859
101186,0.009946821036306409
101190,0.05782082122408585
101193,0.11112728032880406
101194,0.1642612886680253
101198,0.17202597472112902
101200,0.05394023782230347
101204,0.022318431323908122
101211,0.07189289077446642
101213,0.11105449337458391
101223,0.05363081101875044
101225,0.14042020440065767
101237,0.09600776408288536
101243,0.046503471779248046
101244,0.14443558823356498
101258,0.015415497563832484
101259,0.18928324062940663
101268,0.08817754758342235
101269,0.027826656779015524
101271,0.05086893968688894
101279,0.03908475367284022
101281,0.07772339994339605
101287,0.015016013490488004
101292,0.03229865896487479
101294,0.03272709563355734
101296,0.11407084879866823
101297,0.018902294527092956
101299,0.021069563922510366
101301,0.0547404434821874
101305,0.19214726027336257
101308,0.13163502236294322
101318,0.011017314645626587
101327,0.2705118390068473
101329,0.018047790196258847
101332,0.05129771338846455
101337,0.04079031091277154
101343,0.02633297323324427
101345,0.030882573067611777
101346,0.01490228674044658
101353,0.018949981362051824
101354,0.1611951605630515
101355,0.276586036633029
101356,0.0263110687943051
101362,0.06678211260876891
101363,0.4407285818934769
101365,0.01178419709269831
101366,0.06234894081772667
101367,0.22420734362422762
101368,0.01781527399588957
101374,0.11377483070849687
101380,0.010860218723544243
101383,0.03302991460201455
101398,0.011394402984521955
101399,0.14117824720444008
101401,0.32116609708482297
101412,0.037444708245604336
101426,0.09932387562100056
101427,0.3404216122282975
101428,0.21425053296867608
101429,0.31812359520497835
101434,0.02160941385736526
101440,0.11101208615858539
101448,0.0709961009547941
101449,0.059991045102920866
101465,0.022756775013215748
101467,0.024809861592301977
101472,0.07671362307403153
101478,0.1968186192524281
101497,0.07527175529468166
101504,0.10083798268150868
101547,0.02514319154212345
101548,0.1099263884385879
101555,0.04899526582486631
101570,0.014728435427607846
101572,0.03653196563814653
101578,0.04415547253890358
101580,0.14484891767971902
101588,0.11130645477400676
101602,0.01989157722393684
101610,0.06423271940567385
101614,0.029352793257329837
101616,0.03207608094021436
101643,0.09010613788491355
101644,0.03298835901520665
101649,0.02918721192886795
101650,0.08452127814722263
101665,0.014106971063722341
101667,0.0962117338153164
101669,0.07773811526934843
101674,0.1477253180850247
101675,0.013651018489193908
101678,0.1104631098586575
101682,0.06748438718483456
101686,0.045105572984706126
101697,0.27461961463582624
101700,0.31071135619540935
101711,0.024348546077386474
101714,0.05140170082641952
101715,0.4308472031986653
101728,0.034571791546947034
101732,0.06645440705573255
101757,0.09506827472353847
101758,0.02912082590076883
101759,0.06944614927468071
101762,0.010040990174114693
101764,0.059877213523728
101780,0.3724586579472903
101784,0.019519129876451595
101789,0.015571508344207717
101816,0.06650263320223718
101819,0.03481715879581188
101827,0.013438188485083855
101863,0.05238657882323274
101867,0.058462562724747
101870,0.018080623762523004
101873,0.3163105575947386
101878,0.07309049383197906
101879,0.06228331967748748
101880,0.03173314395124878
101887,0.04955599214112573
101897,0.0196882115607934
101901,0.11525052247558537
101903,0.1942024452545197
101920,0.016935633098123452
101921,0.0430941457516994
101922,0.1031943656766572
101961,0.08066119917986553
101962,0.021608518788596487
101971,0.04401751398036831
101976,0.4472849745121495
102002,0.09019030995685384
102005,0.029836239846824722
102007,0.4258606803382833
102017,0.01841663029301419
102019,0.29404746126869846
102029,0.031131467017638522
102051,0.19423342789123912
102052,0.008137884315932537
102054,0.01958911727079658
102062,0.06322432402308324
102067,0.1481425365642852
102068,0.07479596792151473
102070,0.04363773478346088
102090,0.11295918567406307
102092,0.03855568730403226
102099,0.1228573067285505
102100,0.03468618610710178
102112,0.15647539437365018
102113,0.028769348388436037
102122,0.21751067237477922
102123,0.06731267518404951
102125,0.04202389899475925
102126,0.18899852735484393
102146,0.01828131896038483
102147,0.0939843075747563
102151,0.04199700435835335
102158,0.17242445208056387
102159,0.022028294895260717
102162,0.03259223824884145
102165,0.028350617859635985
102166,0.017587084220228155
102174,0.0237377026726928
102193,0.14632386095159777
102198,0.0833718167955173
102205,0.14169310413887715
102206,0.017483378014476563
102218,0.02117908879448586
102221,0.013999009284953956
