SK_ID_CURR,TARGET
100001,0.03490840884944392
100005,0.148075304849806
100013,0.05508144135039555
100028,0.03443732016019402
100038,0.1899303348368269
100042,0.030063799057634396
100057,0.006877472075966932
100065,0.03247595534292611
100066,0.01115777424365265
100067,0.07380736335908801
100074,0.04795468094856207
100090,0.026876501834243817
100091,0.1757173082022414
100092,0.038668731175635504
100106,0.05456533385264929
100107,0.2077607280695815
100109,0.035811213442685674
100117,0.029013370825219188
100128,0.09157186737050718
100141,0.037556988876926045
100150,0.027471505909988952
100168,0.010569609514910894
100169,0.044084690536668046
100170,0.1492003274535095
100171,0.061281986539720425
100172,0.08032749504009665
100184,0.10750103718464935
100187,0.08549878677980033
100212,0.031110881281044715
100222,0.043192133837777334
100223,0.03063467884940372
100232,0.006901114674750224
100241,0.2254470290224031
100245,0.01873303857377806
100253,0.01786191722228648
100256,0.04769175319539311
100271,0.010411622307995947
100278,0.3593372129085709
100280,0.012602682501235602
100306,0.23500234357996674
100311,0.0661557020546494
100312,0.015165526201103282
100330,0.132839132878596
100331,0.024626713309035313
100352,0.10157838412399278
100358,0.07906152295290554
100367,0.017169634733582063
100382,0.08030218405699842
100384,0.14909752915606964
100385,0.0474326494337715
100386,0.025916342748521608
100399,0.03294108929825587
100404,0.03257385068182107
100416,0.013396141679492834
100422,0.015432296898564016
100426,0.027404654585770995
100438,0.02129345336498605
100444,0.10236254223994401
100445,0.05939069479907018
100446,0.08304974849626903
100447,0.020726445356209607
100450,0.11843431092468151
100466,0.012640846708835942
100483,0.013992391877727052
100484,0.01751050332015377
100494,0.039988929503585756
100510,0.09919420185018055
100512,0.011420020565110475
100517,0.03863159659421882
100548,0.0285758451397154
100551,0.05559880803324754
100552,0.047386743262577635
100553,0.018611656416332813
100561,0.1643406925479426
100568,0.2971280537178891
100569,0.019968319901496234
100591,0.13257585803624025
100592,0.02128831430740696
100602,0.030357941210828417
100607,0.061331775254269534
100613,0.054040149320103086
100617,0.056228835883074965
100618,0.11525958403010428
100622,0.043821275773339406
100625,0.043245975960711586
100677,0.09674045947282062
100699,0.02343709254820224
100702,0.3419413162011896
100711,0.036296685409220146
100729,0.14908228627059078
100740,0.19796972671610752
100744,0.1125189496878105
100745,0.046900918902704834
100747,0.08519264258860099
100751,0.3816195548269755
100752,0.018038356578350182
100753,0.12236722890500629
100754,0.25853136187812464
100760,0.04617696896782197
100762,0.08869801798305184
100763,0.018667591950404114
100765,0.014958465454381242
100770,0.10808498438695784
100772,0.02400754843025695
100777,0.049529330820453916
100791,0.012030222975937758
100792,0.009337324853929314
100797,0.031662560745830806
100823,0.03585237737226972
100826,0.021764141755228453
100830,0.02323224369869118
100836,0.14113665699595282
100872,0.06050522076881265
100910,0.04116379823493184
100913,0.06827762171796185
100918,0.020625059482116744
100931,0.010593461584249243
100952,0.02968730331605089
100953,0.02036585542767362
100965,0.1946565087426131
100970,0.024489447185739355
100982,0.17045272139095025
100983,0.20014477255554153
100984,0.036054758916871044
100987,0.06473288808306651
100997,0.06819085543316279
100998,0.32525793987394686
101002,0.02699271450967758
101005,0.10982792614778028
101008,0.48524225646233293
101020,0.04424136634793038
101021,0.062082697849647095
101024,0.029513886068368553
101025,0.20654027545300885
101026,0.024158393841438783
101031,0.012431360762068508
101041,0.01698254215693951
101051,0.004004335194600347
101055,0.06628460438622352
101056,0.14187157986864943
101057,0.024047755200481982
101064,0.018516988577244653
101079,0.05687156835129091
101087,0.013478108078035646
101090,0.037459255856789817
101092,0.09035524007337845
101097,0.14882321494898829
101099,0.01825980616045654
101107,0.10523792978169116
101118,0.025921067164081324
101125,0.09078331699595567
101126,0.006936194415814068
101128,0.009936637884767651
101136,0.06360019232449407
101140,0.2100907687324853
101149,0.07274043126003138
101160,0.14806515381647742
101169,0.24970344490595445
101181,0.033650024786624246
